--- Atoms: 
USER_CREDIBILITY('831') Truth=[0.97]
USER_CREDIBILITY('843') Truth=[0.96]
USER_CREDIBILITY('844') Truth=[0.94]
USER_CREDIBILITY('7801') Truth=[0.97]
USER_CREDIBILITY('845') Truth=[0.94]
USER_CREDIBILITY('7800') Truth=[0.97]
USER_CREDIBILITY('846') Truth=[0.94]
USER_CREDIBILITY('7803') Truth=[0.97]
USER_CREDIBILITY('847') Truth=[0.96]
USER_CREDIBILITY('7802') Truth=[0.97]
USER_CREDIBILITY('848') Truth=[0.96]
USER_CREDIBILITY('7805') Truth=[0.97]
USER_CREDIBILITY('849') Truth=[0.97]
USER_CREDIBILITY('7804') Truth=[0.97]
USER_CREDIBILITY('840') Truth=[0.96]
USER_CREDIBILITY('841') Truth=[0.96]
USER_CREDIBILITY('842') Truth=[0.96]
USER_CREDIBILITY('818') Truth=[0.96]
USER_CREDIBILITY('819') Truth=[0.95]
USER_CREDIBILITY('810') Truth=[0.97]
USER_CREDIBILITY('811') Truth=[0.97]
USER_CREDIBILITY('812') Truth=[0.97]
USER_CREDIBILITY('813') Truth=[0.97]
USER_CREDIBILITY('814') Truth=[0.96]
USER_CREDIBILITY('815') Truth=[0.95]
USER_CREDIBILITY('816') Truth=[0.97]
USER_CREDIBILITY('817') Truth=[0.95]
USER_CREDIBILITY('829') Truth=[0.27]
USER_CREDIBILITY('821') Truth=[0.94]
USER_CREDIBILITY('822') Truth=[0.96]
USER_CREDIBILITY('823') Truth=[0.95]
USER_CREDIBILITY('824') Truth=[0.96]
USER_CREDIBILITY('825') Truth=[1]
USER_CREDIBILITY('826') Truth=[0.96]
USER_CREDIBILITY('827') Truth=[0.97]
USER_CREDIBILITY('828') Truth=[0.96]
USER_CREDIBILITY('820') Truth=[0.91]
USER_CREDIBILITY('807') Truth=[0.97]
USER_CREDIBILITY('808') Truth=[0.96]
USER_CREDIBILITY('809') Truth=[0.97]
USER_CREDIBILITY('800') Truth=[0.97]
USER_CREDIBILITY('801') Truth=[1]
USER_CREDIBILITY('802') Truth=[0.96]
USER_CREDIBILITY('803') Truth=[0.22]
USER_CREDIBILITY('804') Truth=[0.22]
USER_CREDIBILITY('805') Truth=[0.94]
USER_CREDIBILITY('806') Truth=[0.97]
USER_CREDIBILITY('1699') Truth=[0.96]
USER_CREDIBILITY('1697') Truth=[0.96]
USER_CREDIBILITY('1698') Truth=[0.95]
USER_CREDIBILITY('1695') Truth=[0.97]
USER_CREDIBILITY('1696') Truth=[0.96]
USER_CREDIBILITY('1693') Truth=[0.97]
USER_CREDIBILITY('1694') Truth=[0.97]
USER_CREDIBILITY('1691') Truth=[0.96]
USER_CREDIBILITY('1692') Truth=[0.97]
USER_CREDIBILITY('1690') Truth=[0.97]
USER_CREDIBILITY('1679') Truth=[0.97]
USER_CREDIBILITY('1688') Truth=[0.97]
USER_CREDIBILITY('1689') Truth=[0.97]
USER_CREDIBILITY('1686') Truth=[0.97]
USER_CREDIBILITY('1687') Truth=[0.97]
USER_CREDIBILITY('1684') Truth=[0.96]
USER_CREDIBILITY('1685') Truth=[0.95]
USER_CREDIBILITY('1682') Truth=[0.95]
USER_CREDIBILITY('1683') Truth=[0.96]
USER_CREDIBILITY('1680') Truth=[0.96]
USER_CREDIBILITY('1681') Truth=[0.96]
USER_CREDIBILITY('1668') Truth=[0.97]
USER_CREDIBILITY('1669') Truth=[0.97]
USER_CREDIBILITY('2999') Truth=[0.96]
USER_CREDIBILITY('1677') Truth=[0.97]
USER_CREDIBILITY('1678') Truth=[0.97]
USER_CREDIBILITY('1675') Truth=[0.97]
USER_CREDIBILITY('1676') Truth=[0.97]
USER_CREDIBILITY('1673') Truth=[0.97]
USER_CREDIBILITY('1674') Truth=[0.97]
USER_CREDIBILITY('1671') Truth=[0.97]
USER_CREDIBILITY('1672') Truth=[0.97]
USER_CREDIBILITY('1670') Truth=[0.97]
USER_CREDIBILITY('1659') Truth=[0.97]
USER_CREDIBILITY('1657') Truth=[0.97]
USER_CREDIBILITY('2989') Truth=[0.97]
USER_CREDIBILITY('2988') Truth=[0.96]
USER_CREDIBILITY('1658') Truth=[0.97]
USER_CREDIBILITY('1666') Truth=[0.97]
USER_CREDIBILITY('2998') Truth=[0.95]
USER_CREDIBILITY('1667') Truth=[1]
USER_CREDIBILITY('2997') Truth=[0.95]
USER_CREDIBILITY('1664') Truth=[0.97]
USER_CREDIBILITY('2996') Truth=[0.97]
USER_CREDIBILITY('2995') Truth=[0.96]
USER_CREDIBILITY('1665') Truth=[1]
USER_CREDIBILITY('1662') Truth=[0.97]
USER_CREDIBILITY('2994') Truth=[0.97]
USER_CREDIBILITY('1663') Truth=[0.97]
USER_CREDIBILITY('2993') Truth=[0.97]
USER_CREDIBILITY('1660') Truth=[0.97]
USER_CREDIBILITY('2992') Truth=[0.97]
USER_CREDIBILITY('1661') Truth=[0.97]
USER_CREDIBILITY('2991') Truth=[0.97]
USER_CREDIBILITY('2990') Truth=[1]
USER_CREDIBILITY('1648') Truth=[0.96]
USER_CREDIBILITY('1649') Truth=[0.97]
USER_CREDIBILITY('2979') Truth=[0.94]
USER_CREDIBILITY('1646') Truth=[0.97]
USER_CREDIBILITY('2978') Truth=[0.96]
USER_CREDIBILITY('1647') Truth=[0.97]
USER_CREDIBILITY('2977') Truth=[1]
USER_CREDIBILITY('1655') Truth=[0.94]
USER_CREDIBILITY('2987') Truth=[0.22]
USER_CREDIBILITY('1656') Truth=[0.97]
USER_CREDIBILITY('2986') Truth=[0.22]
USER_CREDIBILITY('1653') Truth=[0.96]
USER_CREDIBILITY('2985') Truth=[0.96]
USER_CREDIBILITY('2984') Truth=[0.96]
USER_CREDIBILITY('1654') Truth=[1]
USER_CREDIBILITY('1651') Truth=[0.97]
USER_CREDIBILITY('2983') Truth=[0.94]
USER_CREDIBILITY('2982') Truth=[0.96]
USER_CREDIBILITY('1652') Truth=[1]
USER_CREDIBILITY('2981') Truth=[0.22]
USER_CREDIBILITY('2980') Truth=[0.88]
USER_CREDIBILITY('1650') Truth=[0.97]
USER_CREDIBILITY('1639') Truth=[0.96]
USER_CREDIBILITY('1637') Truth=[0.96]
USER_CREDIBILITY('2969') Truth=[0.95]
USER_CREDIBILITY('2968') Truth=[0.97]
USER_CREDIBILITY('1638') Truth=[0.96]
USER_CREDIBILITY('1635') Truth=[0.97]
USER_CREDIBILITY('2967') Truth=[0.97]
USER_CREDIBILITY('1636') Truth=[0.97]
USER_CREDIBILITY('2966') Truth=[0.97]
USER_CREDIBILITY('1644') Truth=[0.96]
USER_CREDIBILITY('2976') Truth=[0.96]
USER_CREDIBILITY('2975') Truth=[0.96]
USER_CREDIBILITY('1645') Truth=[0.97]
USER_CREDIBILITY('1642') Truth=[0.97]
USER_CREDIBILITY('2974') Truth=[0.97]
USER_CREDIBILITY('1643') Truth=[0.96]
USER_CREDIBILITY('2973') Truth=[0.94]
USER_CREDIBILITY('1640') Truth=[0.97]
USER_CREDIBILITY('2972') Truth=[0.97]
USER_CREDIBILITY('1641') Truth=[0.97]
USER_CREDIBILITY('2971') Truth=[0.96]
USER_CREDIBILITY('2970') Truth=[0.97]
USER_CREDIBILITY('1628') Truth=[0.97]
USER_CREDIBILITY('1629') Truth=[0.97]
USER_CREDIBILITY('2959') Truth=[0.97]
USER_CREDIBILITY('1626') Truth=[1]
USER_CREDIBILITY('2958') Truth=[0.97]
USER_CREDIBILITY('2957') Truth=[0.97]
USER_CREDIBILITY('1627') Truth=[0.97]
USER_CREDIBILITY('1624') Truth=[0.96]
USER_CREDIBILITY('2956') Truth=[0.97]
USER_CREDIBILITY('2955') Truth=[0.97]
USER_CREDIBILITY('1625') Truth=[0.97]
USER_CREDIBILITY('1633') Truth=[0.97]
USER_CREDIBILITY('2965') Truth=[0.97]
USER_CREDIBILITY('2964') Truth=[0.96]
USER_CREDIBILITY('1634') Truth=[0.97]
USER_CREDIBILITY('1631') Truth=[0.96]
USER_CREDIBILITY('2963') Truth=[0.97]
USER_CREDIBILITY('2962') Truth=[0.96]
USER_CREDIBILITY('1632') Truth=[0.96]
USER_CREDIBILITY('2961') Truth=[0.22]
USER_CREDIBILITY('2960') Truth=[0.96]
USER_CREDIBILITY('1630') Truth=[0.94]
USER_CREDIBILITY('1619') Truth=[0.95]
USER_CREDIBILITY('1617') Truth=[0.95]
USER_CREDIBILITY('2949') Truth=[0.97]
USER_CREDIBILITY('2948') Truth=[0.97]
USER_CREDIBILITY('1618') Truth=[0.94]
USER_CREDIBILITY('1615') Truth=[0.95]
USER_CREDIBILITY('2947') Truth=[0.97]
USER_CREDIBILITY('2946') Truth=[0.97]
USER_CREDIBILITY('1616') Truth=[0.95]
USER_CREDIBILITY('1613') Truth=[0.95]
USER_CREDIBILITY('2945') Truth=[0.97]
USER_CREDIBILITY('1614') Truth=[0.95]
USER_CREDIBILITY('2944') Truth=[0.97]
USER_CREDIBILITY('1622') Truth=[0.94]
USER_CREDIBILITY('2954') Truth=[0.97]
USER_CREDIBILITY('2953') Truth=[0.97]
USER_CREDIBILITY('1623') Truth=[0.96]
USER_CREDIBILITY('1620') Truth=[0.95]
USER_CREDIBILITY('2952') Truth=[0.97]
USER_CREDIBILITY('2951') Truth=[0.97]
USER_CREDIBILITY('1621') Truth=[0.95]
USER_CREDIBILITY('2950') Truth=[0.97]
USER_CREDIBILITY('1608') Truth=[0.97]
USER_CREDIBILITY('1609') Truth=[0.96]
USER_CREDIBILITY('2939') Truth=[0.96]
USER_CREDIBILITY('1606') Truth=[0.97]
USER_CREDIBILITY('2938') Truth=[0.96]
USER_CREDIBILITY('2937') Truth=[0.96]
USER_CREDIBILITY('1607') Truth=[0.97]
USER_CREDIBILITY('2936') Truth=[0.96]
USER_CREDIBILITY('1604') Truth=[0.97]
USER_CREDIBILITY('1605') Truth=[0.97]
USER_CREDIBILITY('2935') Truth=[0.96]
USER_CREDIBILITY('2934') Truth=[0.96]
USER_CREDIBILITY('1602') Truth=[0.97]
USER_CREDIBILITY('1603') Truth=[0.97]
USER_CREDIBILITY('2933') Truth=[0.95]
USER_CREDIBILITY('1611') Truth=[0.22]
USER_CREDIBILITY('2943') Truth=[1]
USER_CREDIBILITY('1612') Truth=[0.95]
USER_CREDIBILITY('2942') Truth=[0.97]
USER_CREDIBILITY('2941') Truth=[1]
USER_CREDIBILITY('2940') Truth=[0.97]
USER_CREDIBILITY('1610') Truth=[0.96]
USER_CREDIBILITY('2929') Truth=[1]
USER_CREDIBILITY('2928') Truth=[0.97]
USER_CREDIBILITY('2927') Truth=[0.97]
USER_CREDIBILITY('2926') Truth=[1]
USER_CREDIBILITY('2925') Truth=[0.97]
USER_CREDIBILITY('2924') Truth=[0.97]
USER_CREDIBILITY('2923') Truth=[0.97]
USER_CREDIBILITY('2922') Truth=[0.97]
USER_CREDIBILITY('1600') Truth=[0.97]
USER_CREDIBILITY('2932') Truth=[0.97]
USER_CREDIBILITY('1601') Truth=[1]
USER_CREDIBILITY('2931') Truth=[0.97]
USER_CREDIBILITY('2930') Truth=[0.97]
USER_CREDIBILITY('1709') Truth=[0.97]
USER_CREDIBILITY('1707') Truth=[0.94]
USER_CREDIBILITY('1708') Truth=[0.97]
USER_CREDIBILITY('1705') Truth=[0.95]
USER_CREDIBILITY('1706') Truth=[0.95]
USER_CREDIBILITY('1703') Truth=[0.95]
USER_CREDIBILITY('1704') Truth=[0.95]
USER_CREDIBILITY('1701') Truth=[0.96]
USER_CREDIBILITY('1702') Truth=[0.96]
USER_CREDIBILITY('1710') Truth=[0.97]
USER_CREDIBILITY('1711') Truth=[0.96]
USER_CREDIBILITY('1700') Truth=[0.96]
USER_CREDIBILITY('5293') Truth=[0.97]
USER_CREDIBILITY('5294') Truth=[0.97]
USER_CREDIBILITY('5295') Truth=[0.97]
USER_CREDIBILITY('5296') Truth=[0.97]
USER_CREDIBILITY('5297') Truth=[1]
USER_CREDIBILITY('5298') Truth=[0.97]
USER_CREDIBILITY('5299') Truth=[0.97]
USER_CREDIBILITY('5290') Truth=[1]
USER_CREDIBILITY('5291') Truth=[0.97]
USER_CREDIBILITY('5292') Truth=[0.97]
USER_CREDIBILITY('5282') Truth=[0.97]
USER_CREDIBILITY('5283') Truth=[0.97]
USER_CREDIBILITY('5284') Truth=[0.97]
USER_CREDIBILITY('5285') Truth=[0.97]
USER_CREDIBILITY('5286') Truth=[0.97]
USER_CREDIBILITY('5287') Truth=[0.97]
USER_CREDIBILITY('5288') Truth=[0.97]
USER_CREDIBILITY('5289') Truth=[0.96]
USER_CREDIBILITY('5280') Truth=[0.96]
USER_CREDIBILITY('5281') Truth=[0.96]
USER_CREDIBILITY('5271') Truth=[0.97]
USER_CREDIBILITY('5272') Truth=[0.97]
USER_CREDIBILITY('5273') Truth=[0.97]
USER_CREDIBILITY('5274') Truth=[0.97]
USER_CREDIBILITY('5275') Truth=[0.97]
USER_CREDIBILITY('5276') Truth=[0.95]
USER_CREDIBILITY('5277') Truth=[0.95]
USER_CREDIBILITY('5278') Truth=[0.96]
USER_CREDIBILITY('5279') Truth=[0.96]
USER_CREDIBILITY('5270') Truth=[0.97]
USER_CREDIBILITY('5260') Truth=[0.96]
USER_CREDIBILITY('6591') Truth=[0.97]
USER_CREDIBILITY('5261') Truth=[1]
USER_CREDIBILITY('6592') Truth=[0.97]
USER_CREDIBILITY('5262') Truth=[0.97]
USER_CREDIBILITY('6593') Truth=[0.96]
USER_CREDIBILITY('5263') Truth=[0.96]
USER_CREDIBILITY('6594') Truth=[0.96]
USER_CREDIBILITY('5264') Truth=[0.97]
USER_CREDIBILITY('6595') Truth=[0.27]
USER_CREDIBILITY('5265') Truth=[0.97]
USER_CREDIBILITY('6596') Truth=[0.96]
USER_CREDIBILITY('5266') Truth=[0.97]
USER_CREDIBILITY('6597') Truth=[0.96]
USER_CREDIBILITY('5267') Truth=[0.97]
USER_CREDIBILITY('6598') Truth=[0.97]
USER_CREDIBILITY('5268') Truth=[0.97]
USER_CREDIBILITY('6599') Truth=[0.94]
USER_CREDIBILITY('5269') Truth=[0.97]
USER_CREDIBILITY('6590') Truth=[0.97]
USER_CREDIBILITY('6580') Truth=[0.96]
USER_CREDIBILITY('5250') Truth=[1]
USER_CREDIBILITY('6581') Truth=[0.96]
USER_CREDIBILITY('5251') Truth=[0.94]
USER_CREDIBILITY('6582') Truth=[1]
USER_CREDIBILITY('5252') Truth=[0.97]
USER_CREDIBILITY('6583') Truth=[0.96]
USER_CREDIBILITY('5253') Truth=[0.97]
USER_CREDIBILITY('6584') Truth=[0.94]
USER_CREDIBILITY('5254') Truth=[0.97]
USER_CREDIBILITY('6585') Truth=[0.97]
USER_CREDIBILITY('5255') Truth=[0.97]
USER_CREDIBILITY('6586') Truth=[0.97]
USER_CREDIBILITY('5256') Truth=[0.97]
USER_CREDIBILITY('6587') Truth=[1]
USER_CREDIBILITY('5257') Truth=[0.97]
USER_CREDIBILITY('6588') Truth=[1]
USER_CREDIBILITY('5258') Truth=[0.97]
USER_CREDIBILITY('6589') Truth=[0.97]
USER_CREDIBILITY('5259') Truth=[0.97]
USER_CREDIBILITY('6570') Truth=[0.97]
USER_CREDIBILITY('5240') Truth=[0.96]
USER_CREDIBILITY('6571') Truth=[0.96]
USER_CREDIBILITY('5241') Truth=[0.96]
USER_CREDIBILITY('6572') Truth=[0.96]
USER_CREDIBILITY('5242') Truth=[0.97]
USER_CREDIBILITY('6573') Truth=[0.96]
USER_CREDIBILITY('5243') Truth=[0.97]
USER_CREDIBILITY('6574') Truth=[0.96]
USER_CREDIBILITY('5244') Truth=[0.97]
USER_CREDIBILITY('6575') Truth=[0.97]
USER_CREDIBILITY('5245') Truth=[0.97]
USER_CREDIBILITY('6576') Truth=[0.97]
USER_CREDIBILITY('5246') Truth=[0.97]
USER_CREDIBILITY('6577') Truth=[0.97]
USER_CREDIBILITY('5247') Truth=[0.96]
USER_CREDIBILITY('6578') Truth=[0.96]
USER_CREDIBILITY('5248') Truth=[0.94]
USER_CREDIBILITY('6579') Truth=[0.94]
USER_CREDIBILITY('5249') Truth=[1]
USER_CREDIBILITY('7890') Truth=[0.97]
USER_CREDIBILITY('6560') Truth=[0.95]
USER_CREDIBILITY('7892') Truth=[0.97]
USER_CREDIBILITY('7891') Truth=[0.97]
USER_CREDIBILITY('5230') Truth=[0.95]
USER_CREDIBILITY('6561') Truth=[0.95]
USER_CREDIBILITY('5231') Truth=[0.95]
USER_CREDIBILITY('7894') Truth=[0.96]
USER_CREDIBILITY('6562') Truth=[0.96]
USER_CREDIBILITY('5232') Truth=[0.96]
USER_CREDIBILITY('7893') Truth=[0.96]
USER_CREDIBILITY('6563') Truth=[0.95]
USER_CREDIBILITY('5233') Truth=[0.22]
USER_CREDIBILITY('6564') Truth=[0.96]
USER_CREDIBILITY('7896') Truth=[0.94]
USER_CREDIBILITY('7895') Truth=[0.96]
USER_CREDIBILITY('5234') Truth=[0.94]
USER_CREDIBILITY('6565') Truth=[0.95]
USER_CREDIBILITY('7898') Truth=[0.96]
USER_CREDIBILITY('5235') Truth=[1]
USER_CREDIBILITY('6566') Truth=[0.96]
USER_CREDIBILITY('5236') Truth=[0.96]
USER_CREDIBILITY('6567') Truth=[0.97]
USER_CREDIBILITY('7897') Truth=[0.22]
USER_CREDIBILITY('5237') Truth=[0.97]
USER_CREDIBILITY('6568') Truth=[0.96]
USER_CREDIBILITY('5238') Truth=[0.97]
USER_CREDIBILITY('6569') Truth=[0.97]
USER_CREDIBILITY('7899') Truth=[0.94]
USER_CREDIBILITY('5239') Truth=[0.97]
USER_CREDIBILITY('7881') Truth=[0.96]
USER_CREDIBILITY('7880') Truth=[0.97]
USER_CREDIBILITY('6550') Truth=[0.97]
USER_CREDIBILITY('5220') Truth=[0.97]
USER_CREDIBILITY('7883') Truth=[0.96]
USER_CREDIBILITY('6551') Truth=[0.96]
USER_CREDIBILITY('5221') Truth=[0.97]
USER_CREDIBILITY('6552') Truth=[0.95]
USER_CREDIBILITY('7882') Truth=[0.97]
USER_CREDIBILITY('5222') Truth=[0.97]
USER_CREDIBILITY('7885') Truth=[0.96]
USER_CREDIBILITY('6553') Truth=[1]
USER_CREDIBILITY('5223') Truth=[0.97]
USER_CREDIBILITY('6554') Truth=[0.94]
USER_CREDIBILITY('7884') Truth=[0.96]
USER_CREDIBILITY('5224') Truth=[0.96]
USER_CREDIBILITY('6555') Truth=[0.95]
USER_CREDIBILITY('7887') Truth=[0.97]
USER_CREDIBILITY('7886') Truth=[0.97]
USER_CREDIBILITY('5225') Truth=[0.97]
USER_CREDIBILITY('6556') Truth=[0.94]
USER_CREDIBILITY('5226') Truth=[0.97]
USER_CREDIBILITY('7889') Truth=[0.96]
USER_CREDIBILITY('6557') Truth=[0.95]
USER_CREDIBILITY('5227') Truth=[0.97]
USER_CREDIBILITY('7888') Truth=[1]
USER_CREDIBILITY('6558') Truth=[1]
USER_CREDIBILITY('5228') Truth=[0.97]
USER_CREDIBILITY('6559') Truth=[0.96]
USER_CREDIBILITY('5229') Truth=[0.97]
USER_CREDIBILITY('7870') Truth=[0.97]
USER_CREDIBILITY('6540') Truth=[0.96]
USER_CREDIBILITY('7872') Truth=[0.97]
USER_CREDIBILITY('7871') Truth=[0.97]
USER_CREDIBILITY('5210') Truth=[0.96]
USER_CREDIBILITY('6541') Truth=[0.94]
USER_CREDIBILITY('5211') Truth=[0.96]
USER_CREDIBILITY('7874') Truth=[0.97]
USER_CREDIBILITY('6542') Truth=[0.27]
USER_CREDIBILITY('5212') Truth=[0.94]
USER_CREDIBILITY('7873') Truth=[0.96]
USER_CREDIBILITY('6543') Truth=[0.95]
USER_CREDIBILITY('898') Truth=[0.96]
USER_CREDIBILITY('7876') Truth=[0.97]
USER_CREDIBILITY('5213') Truth=[0.94]
USER_CREDIBILITY('6544') Truth=[0.94]
USER_CREDIBILITY('899') Truth=[0.96]
USER_CREDIBILITY('7875') Truth=[0.97]
USER_CREDIBILITY('6545') Truth=[0.94]
USER_CREDIBILITY('5214') Truth=[0.97]
USER_CREDIBILITY('5215') Truth=[0.97]
USER_CREDIBILITY('7878') Truth=[0.97]
USER_CREDIBILITY('6546') Truth=[0.96]
USER_CREDIBILITY('5216') Truth=[0.97]
USER_CREDIBILITY('6547') Truth=[0.96]
USER_CREDIBILITY('7877') Truth=[1]
USER_CREDIBILITY('5217') Truth=[0.97]
USER_CREDIBILITY('6548') Truth=[0.97]
USER_CREDIBILITY('5218') Truth=[0.97]
USER_CREDIBILITY('6549') Truth=[0.97]
USER_CREDIBILITY('7879') Truth=[0.97]
USER_CREDIBILITY('5219') Truth=[0.97]
USER_CREDIBILITY('890') Truth=[0.94]
USER_CREDIBILITY('891') Truth=[0.94]
USER_CREDIBILITY('892') Truth=[0.96]
USER_CREDIBILITY('893') Truth=[0.97]
USER_CREDIBILITY('894') Truth=[0.96]
USER_CREDIBILITY('895') Truth=[1]
USER_CREDIBILITY('896') Truth=[0.96]
USER_CREDIBILITY('897') Truth=[0.96]
USER_CREDIBILITY('7861') Truth=[0.96]
USER_CREDIBILITY('7860') Truth=[0.95]
USER_CREDIBILITY('6530') Truth=[0.96]
USER_CREDIBILITY('5200') Truth=[0.97]
USER_CREDIBILITY('7863') Truth=[0.97]
USER_CREDIBILITY('6531') Truth=[0.97]
USER_CREDIBILITY('7862') Truth=[0.97]
USER_CREDIBILITY('5201') Truth=[0.97]
USER_CREDIBILITY('6532') Truth=[0.97]
USER_CREDIBILITY('5202') Truth=[0.97]
USER_CREDIBILITY('6533') Truth=[0.97]
USER_CREDIBILITY('7865') Truth=[0.97]
USER_CREDIBILITY('7864') Truth=[1]
USER_CREDIBILITY('5203') Truth=[0.95]
USER_CREDIBILITY('6534') Truth=[0.97]
USER_CREDIBILITY('5204') Truth=[0.95]
USER_CREDIBILITY('6535') Truth=[0.97]
USER_CREDIBILITY('7867') Truth=[0.96]
USER_CREDIBILITY('7866') Truth=[0.97]
USER_CREDIBILITY('5205') Truth=[0.97]
USER_CREDIBILITY('6536') Truth=[0.97]
USER_CREDIBILITY('5206') Truth=[0.96]
USER_CREDIBILITY('7869') Truth=[0.97]
USER_CREDIBILITY('6537') Truth=[0.94]
USER_CREDIBILITY('5207') Truth=[0.96]
USER_CREDIBILITY('6538') Truth=[0.94]
USER_CREDIBILITY('7868') Truth=[1]
USER_CREDIBILITY('5208') Truth=[0.96]
USER_CREDIBILITY('6539') Truth=[0.96]
USER_CREDIBILITY('5209') Truth=[0.96]
USER_CREDIBILITY('7850') Truth=[0.96]
USER_CREDIBILITY('6520') Truth=[0.96]
USER_CREDIBILITY('7852') Truth=[0.97]
USER_CREDIBILITY('6521') Truth=[0.96]
USER_CREDIBILITY('7851') Truth=[0.97]
USER_CREDIBILITY('876') Truth=[0.96]
USER_CREDIBILITY('6522') Truth=[0.96]
USER_CREDIBILITY('7854') Truth=[0.97]
USER_CREDIBILITY('877') Truth=[0.97]
USER_CREDIBILITY('6523') Truth=[0.27]
USER_CREDIBILITY('7853') Truth=[0.97]
USER_CREDIBILITY('878') Truth=[0.96]
USER_CREDIBILITY('6524') Truth=[0.96]
USER_CREDIBILITY('7856') Truth=[1]
USER_CREDIBILITY('879') Truth=[0.97]
USER_CREDIBILITY('7855') Truth=[0.96]
USER_CREDIBILITY('6525') Truth=[0.91]
USER_CREDIBILITY('6526') Truth=[0.95]
USER_CREDIBILITY('7858') Truth=[0.97]
USER_CREDIBILITY('6527') Truth=[0.96]
USER_CREDIBILITY('7857') Truth=[0.97]
USER_CREDIBILITY('6528') Truth=[0.95]
USER_CREDIBILITY('6529') Truth=[0.95]
USER_CREDIBILITY('7859') Truth=[0.94]
USER_CREDIBILITY('6519') Truth=[0.96]
USER_CREDIBILITY('870') Truth=[0.97]
USER_CREDIBILITY('871') Truth=[0.95]
USER_CREDIBILITY('872') Truth=[0.96]
USER_CREDIBILITY('873') Truth=[0.22]
USER_CREDIBILITY('874') Truth=[0.97]
USER_CREDIBILITY('875') Truth=[0.97]
USER_CREDIBILITY('7841') Truth=[0.96]
USER_CREDIBILITY('7840') Truth=[0.94]
USER_CREDIBILITY('6510') Truth=[0.96]
USER_CREDIBILITY('6511') Truth=[0.96]
USER_CREDIBILITY('7843') Truth=[0.94]
USER_CREDIBILITY('887') Truth=[0.96]
USER_CREDIBILITY('7842') Truth=[0.96]
USER_CREDIBILITY('6512') Truth=[0.97]
USER_CREDIBILITY('888') Truth=[0.96]
USER_CREDIBILITY('6513') Truth=[0.96]
USER_CREDIBILITY('7845') Truth=[1]
USER_CREDIBILITY('889') Truth=[0.96]
USER_CREDIBILITY('7844') Truth=[0.22]
USER_CREDIBILITY('6514') Truth=[0.22]
USER_CREDIBILITY('6515') Truth=[1]
USER_CREDIBILITY('7847') Truth=[0.96]
USER_CREDIBILITY('6516') Truth=[0.97]
USER_CREDIBILITY('7846') Truth=[0.97]
USER_CREDIBILITY('6517') Truth=[0.96]
USER_CREDIBILITY('7849') Truth=[0.97]
USER_CREDIBILITY('7848') Truth=[0.96]
USER_CREDIBILITY('6518') Truth=[0.22]
USER_CREDIBILITY('6508') Truth=[0.97]
USER_CREDIBILITY('6509') Truth=[0.96]
USER_CREDIBILITY('7839') Truth=[0.94]
USER_CREDIBILITY('880') Truth=[0.96]
USER_CREDIBILITY('881') Truth=[0.96]
USER_CREDIBILITY('882') Truth=[0.96]
USER_CREDIBILITY('883') Truth=[0.22]
USER_CREDIBILITY('884') Truth=[1]
USER_CREDIBILITY('885') Truth=[0.96]
USER_CREDIBILITY('886') Truth=[0.97]
USER_CREDIBILITY('7830') Truth=[0.96]
USER_CREDIBILITY('854') Truth=[0.97]
USER_CREDIBILITY('6500') Truth=[0.97]
USER_CREDIBILITY('7832') Truth=[0.97]
USER_CREDIBILITY('855') Truth=[0.97]
USER_CREDIBILITY('7831') Truth=[1]
USER_CREDIBILITY('6501') Truth=[0.97]
USER_CREDIBILITY('856') Truth=[0.97]
USER_CREDIBILITY('6502') Truth=[0.94]
USER_CREDIBILITY('7834') Truth=[0.97]
USER_CREDIBILITY('857') Truth=[0.97]
USER_CREDIBILITY('7833') Truth=[0.97]
USER_CREDIBILITY('6503') Truth=[0.94]
USER_CREDIBILITY('858') Truth=[0.97]
USER_CREDIBILITY('6504') Truth=[0.94]
USER_CREDIBILITY('7836') Truth=[0.96]
USER_CREDIBILITY('859') Truth=[1]
USER_CREDIBILITY('7835') Truth=[0.96]
USER_CREDIBILITY('6505') Truth=[0.97]
USER_CREDIBILITY('7838') Truth=[0.94]
USER_CREDIBILITY('6506') Truth=[0.97]
USER_CREDIBILITY('6507') Truth=[0.97]
USER_CREDIBILITY('7837') Truth=[0.96]
USER_CREDIBILITY('7829') Truth=[0.95]
USER_CREDIBILITY('7828') Truth=[0.95]
USER_CREDIBILITY('850') Truth=[0.97]
USER_CREDIBILITY('851') Truth=[0.96]
USER_CREDIBILITY('852') Truth=[0.97]
USER_CREDIBILITY('853') Truth=[0.95]
USER_CREDIBILITY('7821') Truth=[0.96]
USER_CREDIBILITY('865') Truth=[0.97]
USER_CREDIBILITY('7820') Truth=[0.97]
USER_CREDIBILITY('866') Truth=[0.97]
USER_CREDIBILITY('7823') Truth=[0.97]
USER_CREDIBILITY('867') Truth=[0.97]
USER_CREDIBILITY('7822') Truth=[0.97]
USER_CREDIBILITY('868') Truth=[0.97]
USER_CREDIBILITY('7825') Truth=[0.94]
USER_CREDIBILITY('869') Truth=[0.97]
USER_CREDIBILITY('7824') Truth=[0.96]
USER_CREDIBILITY('7827') Truth=[0.94]
USER_CREDIBILITY('7826') Truth=[0.96]
USER_CREDIBILITY('7818') Truth=[0.96]
USER_CREDIBILITY('7817') Truth=[1]
USER_CREDIBILITY('7819') Truth=[0.97]
USER_CREDIBILITY('860') Truth=[0.97]
